,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
132,723,VINCENNES, 12h40,2 Jan,16000,3000,20,gauche,15,37,19,Bruce Stelaroz,H,7,deferre_anterieurs_posterieurs,M.Pean,S.g.Dupont-,83460,"[4, 2]",[],4.7,5.5,1,75.31666666666666
133,724,VINCENNES, 12h40,2 Jan,16000,3000,20,gauche,15,37,20,Anow Djin,A,False,deferre_anterieurs_posterieurs,False,8P.Geray,False,[],[],False,44,False,False
134,753,VINCENNES, 12h40,2 Jan,32000,2925,16,gauche,18,3,1,Ursulo De Carel,H,10,False,ChristopherCorbi.,MlleM.a.Goetz,122320,['D'],[6],42,34,5,76.16666666666667
135,754,VINCENNES, 12h40,2 Jan,32000,2925,16,gauche,18,3,2,Univers D'olive.,H,10,False,F.Desmigneux,Ph.Deroyand,125830,"[8, 1]",[],9.8,6.6,False,False
136,755,VINCENNES, 12h40,2 Jan,32000,2925,16,gauche,18,3,3,Vilem De Beauvo.,A,False,deferre_anterieurs_posterieurs,False,9C.Toussaint,False,[],[],False,43,7,76.33333333333333
137,756,VINCENNES, 12h40,2 Jan,32000,2925,16,gauche,18,3,4,Uristan De Bren.,H,10,deferre_anterieurs_posterieurs,Mlle.E.Callier,P.Callier,141270,"[7, 'D']",[],14,16,False,False
138,757,VINCENNES, 12h40,2 Jan,32000,2925,16,gauche,18,3,5,Un Beau Jour,H,10,deferre_anterieurs_posterieurs,Mme.LaetitiaGout,T.Aguiar,146270,"[9, 'D']",[],24,51,False,False
139,758,VINCENNES, 12h40,2 Jan,32000,2925,16,gauche,18,3,6,Aurore De Mael,F,8,deferre_anterieurs_posterieurs,Mlle.M.Blot,MmeF.Blot-cariot,149100,"[0, 6]",[],17,24,False,76.33333333333333
140,759,VINCENNES, 12h40,2 Jan,32000,2925,16,gauche,18,3,7,Vazarka Max,F,9,deferre_anterieurs_posterieurs,A.Lamy,M.Bouchez,153240,"[0, 3]",[],4.3,4.7,1,77.33333333333333
141,760,VINCENNES, 12h40,2 Jan,32000,2925,16,gauche,18,3,8,Accroche Coeur,A,False,deferre_anterieurs_posterieurs,False,8K.Thonnerieux,False,[],[],False,21,9,77.16666666666667
142,761,VINCENNES, 12h40,2 Jan,32000,2925,16,gauche,18,3,9,Vif D'or Blanc,H,9,deferre_anterieurs_posterieurs,Mlle.E.Desmigneux,J.f.Senet,153970,"['D', 1]",[],5.7,5.5,4,76.0
143,762,VINCENNES, 12h40,2 Jan,32000,2925,16,gauche,18,3,10,Uppercut Du Ban.,H,10,deferre_posterieurs,W.Baudy,W.Baudy,154990,[0],['D'],42,49,8,76.5
144,763,VINCENNES, 12h40,2 Jan,32000,2925,16,gauche,18,3,11,Uriako De Villi.,M,10,False,Mlle.M.Ducre,T.Aguiar,160620,[2],['D'],65,27,False,False
145,764,VINCENNES, 13h12,2 Jan,32000,2925,16,gauche,18,3,12,Valderic,A,False,False,False,9R.Thonnerieux,False,[],[],False,65,2,76.33333333333333
146,765,VINCENNES, 13h12,2 Jan,32000,2925,16,gauche,18,3,13,Unctuous Charm,H,10,deferre_anterieurs_posterieurs,P.y.Verva,G.Thorel,164005,[],"['D', 'D']",23,17,1,77.33333333333333
147,766,VINCENNES, 13h12,2 Jan,32000,2925,16,gauche,18,3,14,Volcano Of Life,H,9,deferre_anterieurs_posterieurs,Mlle.M.Maumela,N.Vimond,167540,[],"[9, 0]",19,26,6,76.33333333333333
148,767,VINCENNES, 13h12,2 Jan,32000,2925,16,gauche,18,3,15,Uleos D'alb,H,10,deferre_anterieurs_posterieurs,M.Grumetz,J.f.Senet,171285,[],"[0, 'D']",33,34,False,False
149,768,VINCENNES, 13h12,2 Jan,32000,2925,16,gauche,18,3,16,Ulk Du Hauty,A,False,deferre_anterieurs,False,10Q.Seguin,False,[],[],False,4.8,3,76.5
150,801,VINCENNES, 13h12,2 Jan,20000,2925,18,gauche,18,3,1,Cool Haufor,H,6,False,W.Baudy,J.Guelpa,18740,['D'],['D'],89,133,2,78.0
151,802,VINCENNES, 13h12,2 Jan,20000,2925,18,gauche,18,3,2,Dick Des Malber.,H,5,deferre_anterieurs_posterieurs,Q.Seguin,N.Ensch,19200,[],"['D', 'D']",19,25,False,76.5
152,803,VINCENNES, 13h12,2 Jan,20000,2925,18,gauche,18,3,3,Bagheera De Bar.,F,7,False,Mlle.L.Masi,M.Govignon,25320,[6],['D'],33,121,3,78.16666666666667
153,804,VINCENNES, 13h12,2 Jan,20000,2925,18,gauche,18,3,4,Deesse D'urzy,F,5,deferre_anterieurs_posterieurs,Mlle.E.Callier,P.Callier,25720,['D'],[1],8.5,6.7,4,78.66666666666667
154,805,VINCENNES, 13h12,2 Jan,20000,2925,18,gauche,18,3,5,Copine Primo,F,6,False,M.Bailet,D.Cinier,26080,[],"['D', 3]",35,144,False,False
155,806,VINCENNES, 13h12,2 Jan,20000,2925,18,gauche,18,3,6,Cupidon De La C.,H,6,False,R.Thonnerieux,Th.Devouassoux,26240,[],"[8, 'D']",24,40,9,85.33333333333333
156,807,VINCENNES, 13h12,2 Jan,20000,2925,18,gauche,18,3,7,Colombine,F,6,False,Mlle.M.Ducre,P.Callier,26310,[3],[3],21,14,False,False
157,808,VINCENNES, 13h48,2 Jan,20000,2925,18,gauche,18,3,8,Calice,H,6,False,Mlle.M.Lable,E.Ohanessian,26460,[],"[1, 4]",25,17,False,False
158,809,VINCENNES, 13h48,2 Jan,20000,2925,18,gauche,18,3,9,Dear Dancer,M,5,False,A.Lamy,V.Foucault,28800,[6],['D'],6,4.1,5,78.66666666666667
159,810,VINCENNES, 13h48,2 Jan,20000,2925,18,gauche,18,3,10,Darelia De Fael,F,5,False,AxelLaigron,R.Mourice,29870,[],"[0, 6]",34,45,False,False
160,811,VINCENNES, 13h48,2 Jan,20000,2925,18,gauche,18,3,11,Baxo Des Caillo.,H,7,False,Mlle.E.Desmigneux,J.et.LeBec,44760,[],['R'],50,29,False,False
161,812,VINCENNES, 13h48,2 Jan,20000,2925,18,gauche,18,3,12,Brut De Pom,M,7,False,Mlle.N.Tether,Cl.Mathe,48840,['A'],['D'],196,139,1,84.83333333333333
162,813,VINCENNES, 13h48,2 Jan,20000,2925,18,gauche,18,3,13,Denver Du Bourg,H,5,deferre_anterieurs,F.Desmigneux,Ch.c.Degiorgio,50910,[4],[4],14,10,8,80.16666666666667
163,814,VINCENNES, 13h48,2 Jan,20000,2925,18,gauche,18,3,14,Castagneto,M,6,False,Mme.LaetitiaGout,L.Gout,52420,"[6, 0]",[],37,78,7,79.5
164,815,VINCENNES, 13h48,2 Jan,20000,2925,18,gauche,18,3,15,Cyr De Courtison,H,6,deferre_anterieurs,ChristopherCorbi.,Ch.a.Mary,52430,[],"[0, 'D']",6.1,6.4,False,False
165,816,VINCENNES, 13h48,2 Jan,20000,2925,18,gauche,18,3,16,Cesar D'erah,H,6,deferre_posterieurs,K.Thonnerieux,D.Alexandre,57360,['D'],[0],9.1,16,6,78.83333333333333
166,817,VINCENNES, 13h48,2 Jan,20000,2925,18,gauche,18,3,17,Bueno Honey,H,7,deferre_anterieurs_posterieurs,P.y.Verva,D.Alexandre,59385,['D'],['D'],7.6,7.9,False,False
167,818,VINCENNES, 13h48,2 Jan,20000,2925,18,gauche,18,3,18,Bolivar Jenilou,H,7,deferre_anterieurs_posterieurs,V.Reis,R.Mourice,59880,['D'],['D'],12,22,False,False
168,943,VINCENNES, 13h48,2 Jan,20000,2325,18,droite,13,9,1,Apollo De Ry,H,8,False,Mlle.M.Blot,J.m.Teillet,65780,"[2, 3]",[],5.3,7.3,9,77.66666666666667
169,944,VINCENNES, 13h48,2 Jan,20000,2325,18,droite,13,9,2,American Master,H,8,deferre_anterieurs_posterieurs,A.Abrivard,J.Foin,66420,[],"[2, 5]",3.6,4.5,False,76.5
170,945,VINCENNES, 13h48,2 Jan,20000,2325,18,droite,13,9,3,Voila Narcy,H,9,False,J.Matignon,D.Brossard,73710,[3],[3],27,26,4,76.83333333333333
171,946,VINCENNES, 13h48,2 Jan,20000,2325,18,droite,13,9,4,Alto Haufor,H,8,False,J.d.Ferreira,Y.Henry,75640,[1],[8],8,8.8,False,False
172,947,VINCENNES, 13h48,2 Jan,20000,2325,18,droite,13,9,5,Vraiment Majyc,H,9,deferre_posterieurs,S.Zamparo,J.h.Treich,84370,[8],[0],64,104,1,78.0
173,948,VINCENNES, 13h48,2 Jan,20000,2325,18,droite,13,9,6,Alto Douro,H,8,False,A.Honore,Ch.Feyte,86930,[],"['D', 2]",19,36,2,76.66666666666667
174,949,VINCENNES, 13h48,2 Jan,20000,2325,18,droite,13,9,7,Business Du Bou.,H,7,False,R..LeCreps,J.p.Lagenebre,89520,"['D', 4]",[],10,6.7,False,False
175,950,VINCENNES, 14h20,2 Jan,20000,2325,18,droite,13,9,8,Voyou De Jaho,H,9,deferre_posterieurs,M.Cantin,J.p.Lagenebre,90640,['D'],['D'],51,81,False,False
176,951,VINCENNES, 14h20,2 Jan,20000,2325,18,droite,13,9,9,Athos De La Crou,H,8,deferre_anterieurs_posterieurs,T.Bord,R.Goncet,91320,[],"[5, 7]",48,69,7,77.5
177,952,VINCENNES, 14h20,2 Jan,20000,2325,18,droite,13,9,10,Chipie Gali,F,6,deferre_anterieurs_posterieurs,CedricTerry,F.Terry,91540,[7],[0],13,10,3,76.83333333333333
178,953,VINCENNES, 14h20,2 Jan,20000,2325,18,droite,13,9,11,Bello Du Tillet,H,7,deferre_anterieurs_posterieurs,P.Gesret,G.Marty,94940,[],"[8, 7]",62,36,5,77.0
179,954,VINCENNES, 14h20,2 Jan,20000,2325,18,droite,13,9,12,Vaillant Winner,H,9,False,Mlle.A.Podio,G.Paille,95305,[0],[0],102,150,False,False
180,955,VINCENNES, 14h20,2 Jan,20000,2325,18,droite,13,9,13,Azdrowia,F,8,False,D.Laisis,R.Lacroix,98680,[],"[0, 'D']",95,145,8,77.33333333333333
181,956,VINCENNES, 14h20,2 Jan,20000,2325,18,droite,13,9,False,Vittorio,False,False,False,False,False,False,False,False,False,False,False,False
182,957,VINCENNES, 14h20,2 Jan,20000,2325,18,droite,13,9,15,Brutus D'havaro.,H,7,deferre_anterieurs_posterieurs,C.Gazengel,D.Cordeau,101980,[],"[5, 1]",16,11,False,False
183,958,VINCENNES, 14h20,2 Jan,20000,2325,18,droite,13,9,16,Beau Look De Ne.,H,7,deferre_posterieurs,Mlle.Ch.Louas,P.m.Manceau,103010,[0],[0],11,5.9,False,False
184,959,VINCENNES, 14h20,2 Jan,20000,2325,18,droite,13,9,17,Cerrine Du Bosc.,F,6,False,Mlle.C.Saout,E.Prudhon,103200,[],"[9, 8]",16,26,6,77.33333333333333
185,960,VINCENNES, 14h20,2 Jan,20000,2325,18,droite,13,9,18,Vanille De Glye.,F,9,False,M.Hadjira,P.Labrousse,103370,[0],[0],55,95,False,False
