,id,lieu,heure,jour,prix,distance,nombre de partants,corde,température,vent,numero de départ,nom cheval,sexe cheval,age cheval,fer,driver,entraineur,gain,musique monté,musique attelé,cote ouverture,cote fermeture,place,temps : en secondes
32,131,VINCENNES, 12h40,2 Jan,36000,2850,13,gauche,9,18,1.0,Castelorienne,F,6,deferre_posterieurs,Ch.Bouteiller,Y.Lizee,27020,"[8, 4]","[9, 4]",50,73,9,77.33333333333333
33,132,VINCENNES, 12h40,2 Jan,36000,2850,13,gauche,9,18,2.0,Cigale D'arry,F,6,False,Mme.M.Morandeau,D.Brohier,28260,"[6, 4, 5, 8]",[],59,90,6,77.16666666666667
34,133,VINCENNES, 12h40,2 Jan,36000,2850,13,gauche,9,18,3.0,Calie De La Com.,F,6,False,L.th.Wissocq,G.Roig-balaguer,40990,"['D', 'D', 2]",['D'],47,50,False,False
35,134,VINCENNES, 12h40,2 Jan,36000,2850,13,gauche,9,18,4.0,Colombe Reynald,F,6,False,Mlle.E.Desmigneux,A.Lannoo,43320,"[0, 6]","[4, 4]",62,79,8,77.0
36,135,VINCENNES, 12h40,2 Jan,36000,2850,13,gauche,9,18,5.0,Classica Musica,F,6,False,D.Castillejo,J.l.Giot,45960,"[5, 4]","['D', 3]",28,42,2,76.0
37,136,VINCENNES, 12h40,2 Jan,36000,2850,13,gauche,9,18,6.0,Capucine Fanac,F,6,deferre_posterieurs,Mlle.O.Herbiniere,L.m.David,50780,"[9, 9]","[3, 4]",42,43,7,77.0
38,137,VINCENNES, 12h40,2 Jan,36000,2850,13,gauche,9,18,7.0,Cumbia Du Derby,F,6,deferre_anterieurs,F.Letonturier,S.Lelievre,53150,"[0, 0]",['D'],101,145,1,78.33333333333333
39,138,VINCENNES, 12h40,2 Jan,36000,2850,13,gauche,9,18,8.0,Cyga De Vandel,F,6,deferre_posterieurs,A.Angot,G.Curens,53690,[],"[5, 'D', 7, 8]",11,15,False,False
40,139,VINCENNES, 12h40,2 Jan,36000,2850,13,gauche,9,18,9.0,Comtesse D'orco,F,6,deferre_anterieurs_posterieurs,R.Marty,F.Rochette,55180,"[4, 6, 'D', 6]",[],13,15,5,77.16666666666667
41,140,VINCENNES, 12h40,2 Jan,36000,2850,13,gauche,9,18,10.0,Castellane Phedo,F,6,deferre_anterieurs_posterieurs,Mlle.O.Briand,P.Touvais,61090,"[3, 6, 5, 'D']",[],5.2,6.4,4,76.83333333333333
42,141,VINCENNES, 12h40,2 Jan,36000,2850,13,gauche,9,18,11.0,Cabale D'enfer,F,6,False,P.Thieulent,G.Delacour,64320,[],"['D', 1, 9, 3]",13,10,False,False
43,142,VINCENNES, 12h40,2 Jan,36000,2850,13,gauche,9,18,12.0,Celiane D'isques,F,6,False,M.Krouchi,F.Chartier,68540,"[4, 4, 6, 1]",[],5.4,4.6,False,75.33333333333333
44,143,VINCENNES, 12h40,2 Jan,36000,2850,13,gauche,9,18,13.0,Chipie Du Vivier,F,6,deferre_anterieurs,Mlle.Ch.Lefebvre,Th.Duvaldestin,71870,"[6, 2, 'D', 1]",[],2.4,2.1,3,76.66666666666667
45,174,VINCENNES, 14h20,2 Jan,34000,2175,16,gauche,9,18,1.0,Elite Star,F,4,deferre_anterieurs,B.Rochard,D.Lemetayer,False,[],[],43,61,4,77.33333333333333
46,175,VINCENNES, 14h20,2 Jan,34000,2175,16,gauche,9,18,2.0,Egee Quesnot,F,4,deferre_anterieurs_posterieurs,E.Raffin,W.Michel,6710,[],"[9, 5, 3, 2]",11,13,False,False
47,176,VINCENNES, 14h20,2 Jan,34000,2175,16,gauche,9,18,3.0,Elisa De Bouteau,F,4,deferre_anterieurs_posterieurs,Mlle.Ch.Lefebvre,M.Dupuis,7130,"[5, 6, 5, 'D']",[],12,21,False,76.0
48,177,VINCENNES, 14h20,2 Jan,34000,2175,16,gauche,9,18,4.0,Eclipse D'arjea.,F,4,False,P.y.Verva,J.l.Dersoir,7780,[],"['D', 3, 2, 3]",9,6.9,7,78.83333333333333
49,178,VINCENNES, 14h20,2 Jan,34000,2175,16,gauche,9,18,5.0,Ecume De Beauli.,F,4,False,M.Mottier,Ph.Rouer,7800,['D'],"['D', 3, 7]",33,29,False,False
50,179,VINCENNES, 14h20,2 Jan,34000,2175,16,gauche,9,18,6.0,Evita Bella,F,4,deferre_anterieurs_posterieurs,Y.Lebourgeois,F.Lindrec,8685,"[7, 3, 4]",[0],8.2,7.5,6,78.33333333333333
51,180,VINCENNES, 14h20,2 Jan,34000,2175,16,gauche,9,18,7.0,Ecoute Moi,F,4,deferre_posterieurs,Mlle.M.Lemonnier,LoicGroussard,9560,"[0, 7, 0]",['D'],111,102,False,False
52,181,VINCENNES, 14h20,2 Jan,34000,2175,16,gauche,9,18,8.0,Enneigee,F,4,False,D.Bonne,S.Lelievre,14430,"[7, 5, 'D']",[7],32,36,False,False
53,182,VINCENNES, 14h20,2 Jan,34000,2175,16,gauche,9,18,False,Esquive,False,False,False,False,False,False,False,False,False,False,False,False
54,183,VINCENNES, 14h20,2 Jan,34000,2175,16,gauche,9,18,10.0,Epona De Chenou,F,4,False,JulienRaffestin,L.Lerenard,14990,[],"[6, 2, 2, 6]",14,32,False,False
55,184,VINCENNES, 14h20,2 Jan,34000,2175,16,gauche,9,18,11.0,Electra,F,4,False,Mlle.C.Saout,S.Bouisson,15780,"[5, 4, 2, 3]",[],14,10,False,False
56,185,VINCENNES, 14h20,2 Jan,34000,2175,16,gauche,9,18,12.0,Equidia Best,F,4,deferre_posterieurs,Mlle.C.Jacob,MickaelCormy,15970,"[9, 4, 1]",[8],42,24,3,77.16666666666667
57,186,VINCENNES, 14h20,2 Jan,34000,2175,16,gauche,9,18,13.0,Electra Du Camp,F,4,deferre_anterieurs_posterieurs,A.Barrier,C.Pilfert,16240,"[9, 6, 3]",[8],13,9.7,False,76.0
58,187,VINCENNES, 14h20,2 Jan,34000,2175,16,gauche,9,18,14.0,Ejane,F,4,deferre_anterieurs_posterieurs,A.Garandeau,A.Garandeau,16640,"[5, 5, 2, 2]",[],5.9,6.7,5,78.33333333333333
59,188,VINCENNES, 14h20,2 Jan,34000,2175,16,gauche,9,18,False,Eva,False,False,False,False,False,False,False,False,False,False,False,False
60,189,VINCENNES, 14h20,2 Jan,34000,2175,16,gauche,9,18,16.0,Etorkizuna,F,4,False,J.Vanmeerbeck,J.Vanmeerbeck,17750,"[2, 5]","[1, 3]",3.7,3.8,2,76.83333333333333
61,208,VINCENNES, 15h22,2 Jan,46000,2175,9,gauche,9,18,1.0,Diolida De Cell.,F,5,False,M.Abrivard,F.Provost,38420,"['D', 5, 'D']",[8],28,56,False,False
62,209,VINCENNES, 15h22,2 Jan,46000,2175,9,gauche,9,18,2.0,Dame De Fourches,F,5,False,J.Vanmeerbeck,J.Vanmeerbeck,47230,"[8, 6]","[0, 0]",52,159,False,False
63,210,VINCENNES, 15h22,2 Jan,46000,2175,9,gauche,9,18,3.0,Divine Beji,F,5,deferre_anterieurs_posterieurs,Mlle.I.Aho,Ph.Billard,53420,"[4, 6, 'D', 7]",[],17,19,2,73.16666666666667
64,211,VINCENNES, 15h22,2 Jan,46000,2175,9,gauche,9,18,4.0,Didine Du Digeon,F,5,deferre_anterieurs_posterieurs,E.Raffin,Th.Raffegeau,55580,"[1, 3]","['D', 'D']",5.1,5.8,False,False
65,212,VINCENNES, 15h22,2 Jan,46000,2175,9,gauche,9,18,5.0,Dania Beach,F,5,deferre_anterieurs_posterieurs,F.Desmigneux,B.j.Crebas,59660,[4],"[5, 6, 9]",34,42,3,74.0
66,213,VINCENNES, 15h22,2 Jan,46000,2175,9,gauche,9,18,6.0,Dune De L'aunay,F,5,deferre_anterieurs_posterieurs,A.Barrier,V.Raimbault,60660,"[8, 3]","[4, 3]",7.1,16,5,74.66666666666667
67,214,VINCENNES, 15h22,2 Jan,46000,2175,9,gauche,9,18,7.0,Dis Moi De Houe.,F,5,deferre_anterieurs_posterieurs,F.Nivard,F.Leblanc,61570,"[1, 5, 2, 1]",[],3,2.7,False,73.16666666666667
68,215,VINCENNES, 15h22,2 Jan,46000,2175,9,gauche,9,18,8.0,Deesse Du Relais,F,5,deferre_anterieurs_posterieurs,F.Picot,P.l.Rousseau,65450,"[3, 4, 7]",[0],42,43,4,74.16666666666667
69,216,VINCENNES, 15h22,2 Jan,46000,2175,9,gauche,9,18,9.0,Dynasty Peji,F,5,deferre_posterieurs,D.Bonne,D.Bonne,66510,"[1, 1, 6]",['D'],2.9,2.2,False,False
70,360,VINCENNES, 14h57,4 Jan,36000,2175,16,gauche,15,22,1.0,Estampille,F,4,deferre_posterieurs,GuillaumeMartin,G.Grelier,1100,['D'],['R'],80,136,False,False
71,361,VINCENNES, 14h57,4 Jan,36000,2175,16,gauche,15,22,2.0,Ella Paloma,F,4,deferre_anterieurs_posterieurs,P.Marie,P.Marie,4270,"[7, 7]",[],29,60,8,76.33333333333333
72,362,VINCENNES, 14h57,4 Jan,36000,2175,16,gauche,15,22,3.0,Etoile De Calix,F,4,False,A.Garandeau,R.ch.Larue,5280,"[8, 3]",[],28,65,False,False
73,363,VINCENNES, 14h57,4 Jan,36000,2175,16,gauche,15,22,4.0,Etincelle Delo,F,4,deferre_anterieurs_posterieurs,Y.Lebourgeois,A.Rogier,21360,['D'],['D'],8,11,4,75.33333333333333
74,364,VINCENNES, 14h57,4 Jan,36000,2175,16,gauche,15,22,5.0,Excelle Star,F,4,False,M.Mottier,B.Rouer,24100,"[5, 2]",[],9.4,13,5,75.5
75,365,VINCENNES, 14h57,4 Jan,36000,2175,16,gauche,15,22,6.0,Elza De Souvigne,F,4,False,Ch.j.Bigeon,F.Provost,24740,[2],[9],21,18,9,76.5
76,366,VINCENNES, 14h57,4 Jan,36000,2175,16,gauche,15,22,7.0,Etincelle De Ro.,F,4,False,L.Abrivard,E.Varin,25120,"[5, 'D']",[],93,122,6,76.33333333333333
77,367,VINCENNES, 14h57,4 Jan,36000,2175,16,gauche,15,22,8.0,Etincelante Ohem,F,4,False,Mlle.AudreyLaroc.,St.Meunier,25340,"['D', 5]",[],38,51,7,76.5
78,368,VINCENNES, 14h57,4 Jan,36000,2175,16,gauche,15,22,9.0,Enola Du Dorat,F,4,False,M.Tijou,ArnaudDesmottes,25550,[1],[5],9.9,8.4,False,74.83333333333333
79,369,VINCENNES, 14h57,4 Jan,36000,2175,16,gauche,15,22,10.0,Estrella D'alesa,F,4,deferre_anterieurs_posterieurs,A.Abrivard,L.cl.Abrivard,25650,"['D', 'D']",[],7.8,6.5,False,False
80,370,VINCENNES, 14h57,4 Jan,36000,2175,16,gauche,15,22,11.0,Edene L'auvergn.,F,4,deferre_anterieurs_posterieurs,D.Bonne,F.Leblanc,26750,"[2, 2]",[],4,2.6,False,False
81,371,VINCENNES, 14h57,4 Jan,36000,2175,16,gauche,15,22,12.0,Evala Des Forets,F,4,False,Mlle.C.Leclercq,MlleC.Leclercq,27420,[5],[9],17,36,1,77.66666666666667
82,372,VINCENNES, 14h57,4 Jan,36000,2175,16,gauche,15,22,False,Easy,False,False,False,False,False,False,False,False,False,False,False,False
83,373,VINCENNES, 14h57,4 Jan,36000,2175,16,gauche,15,22,14.0,Esmee De Carel,F,4,deferre_anterieurs_posterieurs,P.y.Verva,G.Gillot,29250,[9],['D'],13,30,2,75.33333333333333
84,374,VINCENNES, 14h57,4 Jan,36000,2175,16,gauche,15,22,15.0,Envoutante Fac,F,4,False,F.Nivard,C.j.DeLeeuw,29440,[],"[9, 0]",28,29,1,82.5
85,375,VINCENNES, 14h57,4 Jan,36000,2175,16,gauche,15,22,16.0,Eris De Fredlau,F,4,deferre_posterieurs,A.Barrier,P.Danet,30670,"[2, 3]",[],8.2,7.1,3,75.33333333333333
86,389,VINCENNES, 15h58,4 Jan,70000,2175,12,gauche,15,22,1.0,Balantine Max,F,7,deferre_posterieurs,D.Bonne,D.Bonne,126290,"[3, 1]",[],8,8.7,2,73.5
87,390,VINCENNES, 15h58,4 Jan,70000,2175,12,gauche,15,22,2.0,Belle Louise Ma.,F,7,deferre_posterieurs,E.Raffin,Y.Dreux,163150,[],"[0, 'D']",4,4,False,73.0
88,391,VINCENNES, 15h58,4 Jan,70000,2175,12,gauche,15,22,3.0,Biennale Vrie,F,7,False,F.Nivard,R.Baudron,183210,"[7, 7]",[],24,16,1,78.83333333333333
89,392,VINCENNES, 15h58,4 Jan,70000,2175,12,gauche,15,22,4.0,Aventure Des Is.,F,8,False,Ch.Mottier,G.Delacour,187510,"[2, 1]",[],37,30,6,73.83333333333333
90,393,VINCENNES, 15h58,4 Jan,70000,2175,12,gauche,15,22,5.0,Armenie Du Lupin,F,8,False,A.Wiels,J.p.Marmion,190130,"[2, 'D']",[],22,21,5,73.83333333333333
91,394,VINCENNES, 15h58,4 Jan,70000,2175,12,gauche,15,22,6.0,Aventure Magic,F,8,deferre_anterieurs_posterieurs,Mlle.AudreyLaroc.,St.Meunier,193700,"[3, 8]",[],12,15,1,77.0
92,395,VINCENNES, 15h58,4 Jan,70000,2175,12,gauche,15,22,7.0,Ariane D'and,F,8,False,Cl.Frecelle,F.Furet,201870,[6],[0],87,175,9,74.66666666666667
93,396,VINCENNES, 15h58,4 Jan,70000,2175,12,gauche,15,22,8.0,Bixenta Du Gers,F,7,deferre_anterieurs_posterieurs,J.y.Ricart,J.m.Bazire,208410,[4],[0],8.8,9.5,7,73.83333333333333
94,397,VINCENNES, 15h58,4 Jan,70000,2175,12,gauche,15,22,9.0,Bambina Du Parc,F,7,False,M.Abrivard,M.Hue,209850,[6],[0],23,33,4,73.66666666666667
95,398,VINCENNES, 15h58,4 Jan,70000,2175,12,gauche,15,22,10.0,Breeder's Cup,F,7,deferre_anterieurs_posterieurs,A.Barrier,P.Belloche,217760,"[2, 2]",[],2.8,2.4,False,False
96,399,VINCENNES, 15h58,4 Jan,70000,2175,12,gauche,15,22,11.0,Bora Fligny,F,7,deferre_anterieurs_posterieurs,Mlle.L.Drapier,Ch.Chalon,221630,[],"[8, 5]",32,26,3,73.66666666666667
97,400,VINCENNES, 15h58,4 Jan,70000,2175,12,gauche,15,22,12.0,Axola D'ablon,F,8,deferre_anterieurs_posterieurs,Th.Dromigny,N.Dromigny,227700,"['D', 8]",[],24,70,8,74.33333333333333
98,420,VINCENNES, 17h35,4 Jan,35000,2200,16,gauche,15,22,1.0,Feeling D'espoir,A,False,False,False,3MartialViel,False,[],[],False,66,1,84.33333333333333
99,421,VINCENNES, 17h35,4 Jan,35000,2200,16,gauche,15,22,2.0,First D'arry,M,3,False,JulienRaffestin,D.Brohier,False,[],[],34,41,4,79.5
100,422,VINCENNES, 17h35,4 Jan,35000,2200,16,gauche,15,22,3.0,Full Du Langis,M,3,False,E.Raffin,J.Lagenebre,False,[],[],18,32,7,80.5
101,423,VINCENNES, 17h35,4 Jan,35000,2200,16,gauche,15,22,4.0,Flamboyant Jiel,M,3,False,Y.Lebourgeois,J.l.Dersoir,1450,[],[5],6.6,7.9,3,78.33333333333333
102,424,VINCENNES, 17h35,4 Jan,35000,2200,16,gauche,15,22,5.0,Fabarm,H,3,False,P.y.Verva,A.Lelodet,1650,[],[],25,34,1,83.83333333333333
103,425,VINCENNES, 17h35,4 Jan,35000,2200,16,gauche,15,22,6.0,Flocon De Noel,M,3,False,J.Vanmeerbeck,P.Daulier,2250,['D'],[7],46,65,False,False
104,426,VINCENNES, 17h35,4 Jan,35000,2200,16,gauche,15,22,7.0,For Ever D'eole,A,False,False,False,3A.Wiels,False,[],[],False,21,5,79.0
105,427,VINCENNES, 17h35,4 Jan,35000,2200,16,gauche,15,22,8.0,Francky D'oudon,M,3,False,F.Gence,A.Leduc,3250,"['D', 2]",[],20,19,False,False
106,428,VINCENNES, 17h35,4 Jan,35000,2200,16,gauche,15,22,9.0,Fun De Bellande,M,3,False,A.Collette,S.Hardy,3260,[],"[5, 6]",29,57,9,82.33333333333333
107,429,VINCENNES, 17h35,4 Jan,35000,2200,16,gauche,15,22,10.0,Fevrier Pass,B,False,False,False,3A.Garandeau,False,[],[],False,45,False,False
108,430,VINCENNES, 17h35,4 Jan,35000,2200,16,gauche,15,22,11.0,First Julino,H,3,False,GuillaumeMartin,L.b.Martin,5820,[3],[],13,11,False,False
109,431,VINCENNES, 17h35,4 Jan,35000,2200,16,gauche,15,22,12.0,Fado Du Chene,M,3,False,P.ph.Ploquin,J.LeMer,5850,[],[],5.2,3.8,False,77.0
110,432,VINCENNES, 17h35,4 Jan,35000,2200,16,gauche,15,22,13.0,Floray Vedaquais,M,3,False,M.Abrivard,E.Varin,7400,['D'],[6],15,20,6,79.83333333333333
111,433,VINCENNES, 17h35,4 Jan,35000,2200,16,gauche,15,22,14.0,Felino De Bry,M,3,False,R.Derieux,R.Derieux,7700,[],"['D', 8]",21,32,8,80.0
112,434,VINCENNES, 17h35,4 Jan,35000,2200,16,gauche,15,22,15.0,Fiaschetto,B,False,False,False,3M.Daougabel,False,[],[],False,13,2,78.16666666666667
113,435,VINCENNES, 17h35,4 Jan,35000,2200,16,gauche,15,22,16.0,Flying Dream,M,3,False,A.Barrier,Ph.Allaire,13320,[],"['D', 3]",4.5,3.6,False,False
114,688,NANTES, 16h30,4 Jan,16000,3000,20,gauche,15,37,1.0,Cesar De Villie.,H,6,deferre_anterieurs,J.Grenouilleau,S.Michel-,46320,[5],[0],33,47,False,False
115,689,NANTES, 16h30,4 Jan,16000,3000,20,gauche,15,37,2.0,Bise Baroque,A,False,deferre_anterieurs_posterieurs,False,MlleNoemieHardy,False,[],[],False,8.5,2,75.6
116,690,NANTES, 16h30,4 Jan,16000,3000,20,gauche,15,37,3.0,Biadjo De Jelma,H,7,False,F.Letonturier,X.Quere-,48640,"[9, 7]",[],61,63,False,False
117,691,NANTES, 16h30,4 Jan,16000,3000,20,gauche,15,37,4.0,Blas De Boussie.,H,7,False,Mlle.C.Marchand,DavidRadomski-,48910,"[8, 9]",[],51,88,5,75.78333333333333
118,692,NANTES, 16h30,4 Jan,16000,3000,20,gauche,15,37,5.0,Balzan,H,7,deferre_posterieurs,Mlle.J.Juille,Th.Gauchet-,49050,['D'],[5],49,59,False,False
119,693,NANTES, 16h30,4 Jan,16000,3000,20,gauche,15,37,6.0,Bernardo Du Bou.,H,7,False,False,LoicGroussard-,49110,[],"[0, 9]",213,157,False,False
120,694,NANTES, 16h30,4 Jan,16000,3000,20,gauche,15,37,7.0,Capucinette,F,6,False,A.Angot,J.ph.Raffegeau-,49710,"[3, 'D']",[],11,13,False,75.33333333333333
121,695,NANTES, 16h30,4 Jan,16000,3000,20,gauche,15,37,8.0,Bobsilure,0,False,deferre_anterieurs_posterieurs,False,MlleD.Besse,False,[],[],False,10,4,75.76666666666667
122,696,NANTES, 16h30,4 Jan,16000,3000,20,gauche,15,37,False,Brise,False,False,False,False,False,False,False,False,False,False,False,False
123,697,NANTES, 16h30,4 Jan,16000,3000,20,gauche,15,37,10.0,Circe De Tramon,F,6,deferre_posterieurs,Mlle.L.Planchena.,E.Planchenault-,51320,"['D', 8]",[],16,12,8,76.0
124,698,NANTES, 16h30,4 Jan,16000,3000,20,gauche,15,37,11.0,Akila Du Vieuxc.,F,8,False,A.Voisin,R.Gougeon-,59450,"[8, 2]",[],27,22,9,75.3
125,699,NANTES, 16h30,4 Jan,16000,3000,20,gauche,15,37,12.0,Argot De Keryann,H,8,False,G.Lenain,M.Varin-,59660,"[0, 6]",[],142,181,False,False
126,700,NANTES, 16h30,4 Jan,16000,3000,20,gauche,15,37,13.0,Betty De Malabry,F,7,False,K.Petitjean,F.Leblanc-,72170,[6],['D'],18,27,6,75.51666666666667
127,701,NANTES, 16h30,4 Jan,16000,3000,20,gauche,15,37,14.0,Antilope D'epui.,F,8,deferre_anterieurs,M.Heurtebise,B.Guilloux-,77180,[],"[2, 5]",17,11,False,False
128,702,NANTES, 16h30,4 Jan,16000,3000,20,gauche,15,37,15.0,Balou Du Paou,H,7,deferre_anterieurs_posterieurs,C.Ferre,Y.j.LeBezvoet,79540,"[4, 3]",[],12,12,7,75.51666666666667
129,703,NANTES, 16h30,4 Jan,16000,3000,20,gauche,15,37,False,Bacilly,False,False,False,False,False,False,False,False,False,False,False,False
130,704,NANTES, 16h30,4 Jan,16000,3000,20,gauche,15,37,17.0,Boy Of God,H,7,deferre_posterieurs,M.Krouchi,Ch.Dreux-,82510,"[6, 8]",[],5.9,4.3,3,75.28333333333333
