,id,lieu,heure,jour,prix,distance,nombre de partants,corde,température,vent,numero de départ,nom cheval,sexe cheval,age cheval,fer,driver,entraineur,gain,musique monté,musique attelé,cote ouverture,cote fermeture,place,temps : en secondes
406,2478,ENGHIEN, 20h20,13 Oct,39000,2875,12,gauche,10,12,2,Cassio Buissonay,H,4,False,P.Houel,G.Houel,30670,"['D', 'D', 4, 7]",[],22,35,False,False
407,2479,ENGHIEN, 20h20,13 Oct,39000,2875,12,gauche,10,12,False,Chakalakaboumboum,False,False,False,False,False,False,False,False,False,False,False,False
408,2480,ENGHIEN, 20h20,13 Oct,39000,2875,12,gauche,10,12,4,Crack De Corveil,M,4,False,F.Nivard,D.Cherbonnel,32510,"[1, 3, 2, 2]",[],6.2,4,7,78.5
409,2481,ENGHIEN, 20h20,13 Oct,39000,2875,12,gauche,10,12,5,Castel Du Sud,H,4,deferre_anterieurs_posterieurs,A.Abrivard,S.Deshaies,34810,[2],"[4, 2, 2]",8.5,7.8,False,76.16666666666667
410,2482,ENGHIEN, 20h20,13 Oct,39000,2875,12,gauche,10,12,6,Colonel Picci,H,4,deferre_posterieurs,GuillaumeMartin,Ph.Bengala,36100,[],"['D', 4, 1, 'D']",15,24,False,False
411,2483,ENGHIEN, 20h20,13 Oct,39000,2875,12,gauche,10,12,7,Chili Dairpet,H,4,deferre_posterieurs,P.ph.Ploquin,E.Varin,36540,"[1, 'D', 'D', 'D']",[],12,14,5,76.83333333333333
412,2484,ENGHIEN, 20h20,13 Oct,39000,2875,12,gauche,10,12,8,Colibri Des Pins,H,4,False,Y.Lebourgeois,Ch.Nicole,37200,[],"[9, 8, 0, 2]",11,23,False,False
413,2485,ENGHIEN, 20h20,13 Oct,39000,2875,12,gauche,10,12,9,Cyrus Du Pommer.,H,4,deferre_anterieurs_posterieurs,E.Raffin,S.Roger,37580,[3],"[0, 'D', 6]",4.5,3.2,4,76.5
414,2486,ENGHIEN, 20h20,13 Oct,39000,2875,12,gauche,10,12,10,Cyriac D'alci,H,4,deferre_anterieurs_posterieurs,P.y.Verva,F.Criado,38590,"['D', 4, 3, 3]",[],8.4,11,False,False
415,2487,ENGHIEN, 20h20,13 Oct,39000,2875,12,gauche,10,12,11,Celebre De Foot,M,4,False,J.Vanmeerbeck,P.Hawas,39210,"[6, 6]","[7, 9]",13,28,2,76.0
416,2488,ENGHIEN, 20h20,13 Oct,39000,2875,12,gauche,10,12,12,Cotton Club,H,4,deferre_posterieurs,ChristopherCorbi.,A.Cottard,39350,"[3, 8]","['D', 'D']",12,24,6,77.16666666666667
417,2615,LES SABLES., 21h00,13 Oct,25000,2775,15,gauche,9,16,1,Vilhena Vro,F,7,False,False,R.Metayer,137380,"['D', 3, 0, 5]",[],14,21,8,77.33333333333333
418,2616,LES SABLES., 21h00,13 Oct,25000,2775,15,gauche,9,16,2,Vicomte D'havane,H,7,deferre_anterieurs,A.Lamy,B.Marie,141870,"[9, 'D', 'D', 3]",[],13,13,False,76.5
419,2617,LES SABLES., 21h00,13 Oct,25000,2775,15,gauche,9,16,3,Vontishor,H,7,False,A.Voisin,Ch.Desmottes,146125,"[0, 9]","[9, 0]",42,105,1,78.16666666666667
420,2618,LES SABLES., 21h00,13 Oct,25000,2775,15,gauche,9,16,4,Uranus Gede,H,8,deferre_anterieurs_posterieurs,S.d.Jardin,A.Pejus,146710,[],"[4, 4, 1, 4]",15,16,6,76.5
421,2619,LES SABLES., 21h00,13 Oct,25000,2775,15,gauche,9,16,5,Trophee De L'od.,H,9,False,G.Guilbert,L.Odeon,151630,"[1, 7, 3]",[0],8.4,21,1,78.16666666666667
422,2620,LES SABLES., 21h00,13 Oct,25000,2775,15,gauche,9,16,6,Tsar De L'esque,H,9,deferre_anterieurs_posterieurs,Mlle.L.Drapier,D.Marsault,151710,[6],"[0, 9, 0]",11,22,3,76.16666666666667
423,2621,LES SABLES., 21h00,13 Oct,25000,2775,15,gauche,9,16,7,Toscan Des Loya.,H,9,deferre_anterieurs_posterieurs,A.Dabouis,M.Dabouis,152000,"[3, 3]","['D', 8]",14,11,5,76.33333333333333
424,2622,LES SABLES., 21h00,13 Oct,25000,2775,15,gauche,9,16,False,Vocean,False,False,False,False,False,False,False,False,False,False,False,False
425,2623,LES SABLES., 21h00,13 Oct,25000,2775,15,gauche,9,16,9,Topo Du Moulinet,H,9,False,M.Pean,V.Raimbault,154310,[0],"[7, 'D', 0]",107,189,9,77.33333333333333
426,2624,LES SABLES., 21h00,13 Oct,25000,2775,15,gauche,9,16,10,Vainqueur D'ech.,H,7,False,M.Abrivard,Ch.Boisnard,158080,"[0, 5, 5]",[0],10,13,1,77.83333333333333
427,2625,LES SABLES., 21h00,13 Oct,25000,2775,15,gauche,9,16,11,Uzbek De Janeiro,H,8,False,Mlle.A.Barthelemy,C.Tiger,158310,"[6, 2, 2, 2]",[],9.8,6,7,76.83333333333333
428,2626,LES SABLES., 21h00,13 Oct,25000,2775,15,gauche,9,16,12,Tempete Eternel.,F,9,deferre_anterieurs_posterieurs,Mlle.M.Grolier,A.Lebourgeois,158510,"[0, 9, 6, 4]",[],29,39,1,77.83333333333333
429,2627,LES SABLES., 21h00,13 Oct,25000,2775,15,gauche,9,16,13,Venquero Phedo,H,7,False,O.Touvais,P.Touvais,158565,[],"['D', 8, 8, 6]",17,15,2,76.16666666666667
430,2628,LES SABLES., 21h00,13 Oct,25000,2775,15,gauche,9,16,14,Tiburce De Leau,H,9,deferre_posterieurs,J.y.Ricart,P.Compas,161090,"[2, 4, 3]",['D'],8.7,6,4,76.33333333333333
431,2629,LES SABLES., 21h00,13 Oct,25000,2775,15,gauche,9,16,15,Arpege De Camar.,H,6,deferre_anterieurs_posterieurs,A.Barrier,J.m.Baudouin,162730,"[8, 5]","[0, 2]",4.2,3.4,False,False
432,2630,VINCENNES, 14h20,7 Nov,120000,2175,13,gauche,6,11,1,Valse De Reve,F,7,deferre_anterieurs_posterieurs,Mlle.C.Levesque,AlainRoussel,421470,"[6, 2, 4, 2]",[],36,39,7,73.16666666666667
433,2631,VINCENNES, 14h20,7 Nov,120000,2175,13,gauche,6,11,2,Sydney Du Rib,H,10,deferre_posterieurs,P.y.Verva,A.RipollRigo,429600,"[2, 3, 1]",[0],24,39,8,73.5
434,2632,VINCENNES, 14h20,7 Nov,120000,2175,13,gauche,6,11,3,Ugo On Wood,H,8,deferre_anterieurs_posterieurs,LeoAbrivard,L.cl.Abrivard,430290,"[5, 7]","[0, 0]",99,31,3,73.33333333333333
435,2633,VINCENNES, 14h20,7 Nov,120000,2175,13,gauche,6,11,4,Safari Dream,H,10,deferre_anterieurs_posterieurs,GuillaumeMartin,L.Peschet,481365,"[1, 6, 7, 5]",[],26,17,5,73.33333333333333
436,2634,VINCENNES, 14h20,7 Nov,120000,2175,13,gauche,6,11,5,Attentionally,F,6,deferre_anterieurs_posterieurs,D.Thomain,P.Viel,626030,"[1, 'D', 9, 2]",[],7.3,5.5,4,73.33333333333333
437,2635,VINCENNES, 14h20,7 Nov,120000,2175,13,gauche,6,11,6,Torre Crepin,H,9,deferre_posterieurs,Y.Lebourgeois,B.Marie,653140,"['D', 6, 4, 'D']",[],45,84,False,False
438,2636,VINCENNES, 14h20,7 Nov,120000,2175,13,gauche,6,11,7,Vagabondu Mag,H,7,deferre_anterieurs_posterieurs,D.Bonne,B.Bourgoin,657550,"[8, 5, 5]",[0],54,91,False,False
439,2637,VINCENNES, 14h20,7 Nov,120000,2175,13,gauche,6,11,8,Athena De Vandel,F,6,False,J.l.cl.Dersoir,C.Megissier,664750,"['D', 4]","[8, 7]",28,21,9,74.0
440,2638,VINCENNES, 14h20,7 Nov,120000,2175,13,gauche,6,11,9,Tornade Du Dige.,F,9,deferre_anterieurs_posterieurs,E.Raffin,J.m.Bazire,757020,[4],"[0, 0, 0]",9.8,14,2,73.33333333333333
441,2639,VINCENNES, 14h20,7 Nov,120000,2175,13,gauche,6,11,10,Texas De L'iton,H,9,deferre_anterieurs_posterieurs,M.Mottier,HughesLevesque,832670,"[5, 4, 2]",[9],22,19,6,73.5
442,2640,VINCENNES, 14h20,7 Nov,120000,2175,13,gauche,6,11,11,Nene' Degli Uli.,H,9,deferre_anterieurs_posterieurs,A.Barrier,V.Lacroix,854686,"[5, 3, 6, 7]",[],9.2,8.9,False,False
443,2641,VINCENNES, 14h20,7 Nov,120000,2175,13,gauche,6,11,12,Astor Du Quenne,M,6,False,A.Lamy,S.Guarato,1072,"[6, 1, 6]",[7],17,34,1,74.16666666666667
444,2642,VINCENNES, 14h20,7 Nov,120000,2175,13,gauche,6,11,13,Scarlet Turgot,F,10,deferre_anterieurs_posterieurs,A.Abrivard,Y.a.Briand,1322,"[3, 2, 2]",[2],1.9,1.9,False,73.0
445,2680,VINCENNES, 16h55,7 Nov,50000,2200,10,gauche,6,11,1,Cale Des Malber.,F,4,deferre_anterieurs_posterieurs,Y.Lebourgeois,Y.Lebourgeois,49860,"[1, 2, 2, 1]",[],2.6,2.8,2,74.33333333333333
446,2681,VINCENNES, 16h55,7 Nov,50000,2200,10,gauche,6,11,2,Castille,F,4,deferre_anterieurs_posterieurs,M.Abrivard,J.Bruneau,51105,[6],"['D', 4, 0]",20,45,3,75.16666666666667
447,2682,VINCENNES, 16h55,7 Nov,50000,2200,10,gauche,6,11,3,Chimene D'urfist,F,4,deferre_anterieurs_posterieurs,M.Mottier,F.Leblanc,53410,"[4, 1, 2, 6]",[],13,10,False,74.0
448,2683,VINCENNES, 16h55,7 Nov,50000,2200,10,gauche,6,11,4,Canine Jones,F,4,deferre_anterieurs_posterieurs,F.Nivard,F.Leblanc,55150,"[5, 1, 2]",[3],10,9.1,4,76.0
449,2684,VINCENNES, 16h55,7 Nov,50000,2200,10,gauche,6,11,5,Casbah Wood,F,4,deferre_posterieurs,JulienRaffestin,K.Hawas,59100,[],"[6, 7, 0, 5]",31,55,6,76.33333333333333
450,2685,VINCENNES, 16h55,7 Nov,50000,2200,10,gauche,6,11,6,Courageuse,F,4,deferre_posterieurs,A.Lamy,P.Belloche,63250,"[3, 'D']","[1, 0]",16,24,False,False
451,2686,VINCENNES, 16h55,7 Nov,50000,2200,10,gauche,6,11,7,Charmeuse De Si.,F,4,False,D.Bonne,L.Baudron,65560,[6],"[9, 0]",4.8,5,8,77.5
452,2687,VINCENNES, 16h55,7 Nov,50000,2200,10,gauche,6,11,8,Corona Gede,F,4,deferre_anterieurs_posterieurs,A.Abrivard,T.LeBeller,67010,"['D', 1, 1, 1]",[],6,3.8,False,False
453,2688,VINCENNES, 16h55,7 Nov,50000,2200,10,gauche,6,11,9,City Star,F,4,deferre_anterieurs_posterieurs,A.Barrier,L.Roelens,68680,[],"[0, 8, 2, 3]",28,70,7,76.0
454,2689,VINCENNES, 16h55,7 Nov,50000,2200,10,gauche,6,11,10,Carmensita De L.,F,4,deferre_anterieurs_posterieurs,LeoAbrivard,L.cl.Abrivard,73890,"[4, 'D', 'D']",[9],17,20,5,76.16666666666667
455,2895,VINCENNES, 20h33,8 Nov,55000,2200,11,gauche,6,9,1,Victory D'harco.,F,7,deferre_anterieurs_posterieurs,Cl.ch.Vaugrante,J.VanEeckhaute,136680,[],"[7, 6, 7, 0]",98,86,False,False
456,2896,VINCENNES, 20h33,8 Nov,55000,2200,11,gauche,6,9,2,Andalousie,F,6,deferre_anterieurs_posterieurs,N.Pacha,J.Bruneau,148260,[7],"[0, 7, 6]",14,18,6,76.0
457,2897,VINCENNES, 20h33,8 Nov,55000,2200,11,gauche,6,9,3,Ariane D'and,F,6,False,M.Pean,F.Furet,151020,"[5, 6]","[8, 0]",6.2,6.6,4,75.16666666666667
458,2898,VINCENNES, 20h33,8 Nov,55000,2200,11,gauche,6,9,4,Vilhisvinta,F,7,deferre_posterieurs,Mlle.S.Cortial,L.Lerenard,166420,[],"['D', 7, 1, 2]",16,17,False,False
459,2899,VINCENNES, 20h33,8 Nov,55000,2200,11,gauche,6,9,5,Vamp Gede,F,7,False,S.d.Jardin,A.Pillon,174980,"[8, 1, 'D']",[0],13,12,7,78.66666666666667
460,2900,VINCENNES, 20h33,8 Nov,55000,2200,11,gauche,6,9,6,Valtess,F,7,deferre_anterieurs_posterieurs,Mlle.MarieBazire,Y.Dreux,175080,"['D', 'A', 3, 9]",[],26,19,5,75.83333333333333
461,2901,VINCENNES, 20h33,8 Nov,55000,2200,11,gauche,6,9,7,Annees Folles,F,6,deferre_anterieurs_posterieurs,Mlle.AudreyLaroc.,M.Bezier,195140,"[2, 3, 1]",[0],2.4,2.9,2,74.0
462,2902,VINCENNES, 20h33,8 Nov,55000,2200,11,gauche,6,9,8,Alexia Du Cheri.,F,6,False,Ch.Mottier,D.Delaroche,196050,"[0, 'D']","[8, 0]",41,62,3,75.5
463,2903,VINCENNES, 20h33,8 Nov,55000,2200,11,gauche,6,9,9,Ukita Barbes,F,8,deferre_anterieurs_posterieurs,A.Angot,B.Angot,204220,"[9, 0, 9]",[7],73,61,False,False
464,2904,VINCENNES, 20h33,8 Nov,55000,2200,11,gauche,6,9,10,Vishkaya De Gru.,F,7,deferre_anterieurs_posterieurs,M.Kondritz,R.Westerink,208220,"[9, 'D', 2, 8]",[],11,13,False,False
465,2905,VINCENNES, 20h33,8 Nov,55000,2200,11,gauche,6,9,11,Aurea Vikland,F,6,deferre_anterieurs_posterieurs,B.Rochard,G.Moinon,219430,"[7, 5, 9]",[0],5,3.2,False,74.5
466,2950,VINCENNES, 22h21,8 Nov,34000,2850,13,gauche,6,9,1,Duc Du Quenne,M,3,False,M.Abrivard,S.Guarato,False,[],[],9.4,5.4,False,77.5
467,2951,VINCENNES, 22h21,8 Nov,34000,2850,13,gauche,6,9,False,Destin,False,False,False,False,False,False,False,False,False,False,False,False
468,2952,VINCENNES, 22h21,8 Nov,34000,2850,13,gauche,6,9,3,Danseur Gavrais,M,3,False,P.edouardMary,J.f.Mary,False,[],"['D', 'D', 7]",56,59,6,80.16666666666667
469,2953,VINCENNES, 22h21,8 Nov,34000,2850,13,gauche,6,9,False,Demon,False,False,False,False,False,False,False,False,False,False,False,False
470,2954,VINCENNES, 22h21,8 Nov,34000,2850,13,gauche,6,9,5,Dis Nous Tout,H,3,False,JulienRaffestin,D.Brohier,1150,[],['D'],13,18,False,False
471,2955,VINCENNES, 22h21,8 Nov,34000,2850,13,gauche,6,9,6,Douchko Sport,H,3,False,F.Picot,F.Picot,1810,[],"[0, 9, 'R', 8]",66,109,7,87.16666666666667
472,2956,VINCENNES, 22h21,8 Nov,34000,2850,13,gauche,6,9,7,Damiano Bello,M,3,False,A.Abrivard,L.cl.Abrivard,7340,"[7, 1, 'D']",[],7.8,5,False,False
473,2957,VINCENNES, 22h21,8 Nov,34000,2850,13,gauche,6,9,8,Defi De Kacy,M,3,False,GuillaumeMartin,R.Kuiper,8020,"['D', 3, 'D', 4]",[],24,19,4,79.16666666666667
474,2958,VINCENNES, 22h21,8 Nov,34000,2850,13,gauche,6,9,9,Duc De Porhlegal,H,3,False,M.Barre,F.Combot,13320,"[6, 4, 5, 4]",[],38,44,3,78.83333333333333
475,2959,VINCENNES, 22h21,8 Nov,34000,2850,13,gauche,6,9,False,Djoko,False,False,False,False,False,False,False,False,False,False,False,False
476,2960,VINCENNES, 22h21,8 Nov,34000,2850,13,gauche,6,9,11,Dream De La Loge,H,3,False,LeoAbrivard,L.cl.Abrivard,14520,"[4, 6, 'D']",[6],9.3,6.2,5,80.16666666666667
477,2961,VINCENNES, 22h21,8 Nov,34000,2850,13,gauche,6,9,12,Dreamer Boy,M,3,False,E.Raffin,Y.Dreux,15440,[],"[1, 1, 2, 4]",4.2,2.4,False,False
478,2962,VINCENNES, 22h21,8 Nov,34000,2850,13,gauche,6,9,13,D'artagnan Du P.,M,3,False,J.Vanmeerbeck,J.y.Rayon,15450,"[5, 2, 6]",[8],13,9.7,2,78.16666666666667
479,2973,VINCENNES, 23h10,8 Nov,37000,2850,9,gauche,6,9,1,Divine Haufor,F,3,False,N.Pacha,E.Varin,1520,['D'],"[9, 'D', 3]",34,75,8,82.33333333333333
480,2974,VINCENNES, 23h10,8 Nov,37000,2850,9,gauche,6,9,2,Dreadlocks,F,3,False,A.Lamy,B.Marie,21810,"[3, 2, 'D', 'D']",[],7.7,17,6,78.5
481,2975,VINCENNES, 23h10,8 Nov,37000,2850,9,gauche,6,9,3,Darine De La Pr.,F,3,False,E.Raffin,B.Robin,30370,[5],"[7, 'D', 9]",18,16,7,78.5
482,2976,VINCENNES, 23h10,8 Nov,37000,2850,9,gauche,6,9,4,Dedicate Of Cit.,F,3,False,LeoAbrivard,L.cl.Abrivard,30410,"[1, 2, 2]",['D'],3.8,2.6,False,76.33333333333333
483,2977,VINCENNES, 23h10,8 Nov,37000,2850,9,gauche,6,9,5,Dragee Du Lys,F,3,False,B.Rochard,P.Kloess,32310,"['D', 2, 7, 2]",[],11,22,False,False
484,2978,VINCENNES, 23h10,8 Nov,37000,2850,9,gauche,6,9,6,Douchka Turgot,F,3,False,Y.Lebourgeois,P.Belloche,34980,[],"[6, 2, 1, 8]",5.9,6.8,3,77.16666666666667
485,2979,VINCENNES, 23h10,8 Nov,37000,2850,9,gauche,6,9,7,Daily Up,F,3,False,M.Mottier,R.ch.Larue,37010,"[5, 8, 3, 2]",[],5.9,5.7,2,76.5
486,2980,VINCENNES, 23h10,8 Nov,37000,2850,9,gauche,6,9,8,Doyolsa De Chenu,F,3,False,Mlle.A.Barthelemy,S.Brouard,37420,"[7, 5]","[0, 'D']",12,18,5,78.0
487,2981,VINCENNES, 23h10,8 Nov,37000,2850,9,gauche,6,9,9,Destination Rio,F,3,False,F.Lagadeuc,J.m.Baudouin,37940,[],"[0, 'D', 3, 1]",5.5,4.4,4,78.0
488,2983,VINCENNES, 14h21,27 Déc,54000,2175,10,gauche,9,3,False,Charmeuse,False,False,False,False,False,False,False,False,False,False,False,False
489,2984,VINCENNES, 14h21,27 Déc,54000,2175,10,gauche,9,3,2,Clef De Fa,F,4,False,M.Abrivard,M.Abrivard,70010,[],"['D', 4, 4, 1]",20,21,6,75.5
490,2985,VINCENNES, 14h21,27 Déc,54000,2175,10,gauche,9,3,3,Charmeuse Du Co.,F,4,deferre_anterieurs_posterieurs,B.Rochard,Th.Duvaldestin,72180,"[2, 3, 8]",['D'],7.9,13,5,74.16666666666667
491,2986,VINCENNES, 14h21,27 Déc,54000,2175,10,gauche,9,3,4,Caline De Faco,F,4,False,JulienRaffestin,P.Daulier,72190,"[4, 'D', 0, 'D']",[],42,119,False,False
492,2987,VINCENNES, 14h21,27 Déc,54000,2175,10,gauche,9,3,5,Chimene D'urfist,F,4,deferre_anterieurs_posterieurs,M.Mottier,F.Leblanc,75910,"['D', 1, 4, 1]",[],5.7,5.4,2,73.66666666666667
493,2988,VINCENNES, 14h21,27 Déc,54000,2175,10,gauche,9,3,6,Carmensita De L.,F,4,deferre_anterieurs_posterieurs,LeoAbrivard,L.cl.Abrivard,76390,"[0, 5, 4]",['D'],83,71,7,77.0
494,2989,VINCENNES, 14h21,27 Déc,54000,2175,10,gauche,9,3,7,Corona De Joudes,F,4,deferre_anterieurs_posterieurs,D.Thomain,Th.Duvaldestin,81340,"[1, 1]","[0, 7]",2.4,2,False,73.5
495,2990,VINCENNES, 14h21,27 Déc,54000,2175,10,gauche,9,3,8,Cahora Fonciere,F,4,deferre_anterieurs_posterieurs,M.Daougabel,B.Marie,84370,"[3, 'D']","['D', 9]",20,36,3,73.83333333333333
496,2991,VINCENNES, 14h21,27 Déc,54000,2175,10,gauche,9,3,9,Ceres D'ortige,F,4,deferre_anterieurs_posterieurs,A.Abrivard,F.Leblanc,85270,"['D', 'D', 1, 1]",[],8.3,10,False,False
497,2992,VINCENNES, 14h21,27 Déc,54000,2175,10,gauche,9,3,10,Cale Des Malber.,F,4,deferre_anterieurs_posterieurs,Y.Lebourgeois,Y.Lebourgeois,85760,"[1, 2, 1, 2]",[],6.3,4.5,4,73.83333333333333
498,3006,VINCENNES, 15h24,27 Déc,37000,2700,16,gauche,9,3,1,Du Courtille,M,3,False,D.Thomain,J.p.Thomain,25350,"[1, 'D']","[7, 'D']",5.2,4.1,False,76.16666666666667
499,3007,VINCENNES, 15h24,27 Déc,37000,2700,16,gauche,9,3,2,D'artagnan Du P.,M,3,False,J.Vanmeerbeck,J.y.Rayon,25750,"[5, 2, 5]",[0],33,78,9,77.5
500,3008,VINCENNES, 15h24,27 Déc,37000,2700,16,gauche,9,3,3,Dusty Wood,M,3,False,E.Raffin,L.Baudron,26350,[],"[9, 'D', 'D', 0]",6.2,4.9,False,False
501,3009,VINCENNES, 15h24,27 Déc,37000,2700,16,gauche,9,3,4,Dakar Du Rib,H,3,False,A.Collette,JoelHallais,27280,"[1, 1, 2, 3]",[],8.1,8.9,8,77.5
502,3010,VINCENNES, 15h24,27 Déc,37000,2700,16,gauche,9,3,5,Diamant De Trea.,H,3,False,F.Gence,P.Monthule,27740,"['D', 3, 2, 3]",[],34,60,4,77.0
503,3011,VINCENNES, 15h24,27 Déc,37000,2700,16,gauche,9,3,6,Dancer,H,3,False,V.Saussaye,A.DeJesus,28240,"[3, 3, 4, 1]",[],46,36,False,False
504,3012,VINCENNES, 15h24,27 Déc,37000,2700,16,gauche,9,3,7,Drole De Tartif.,H,3,False,J.Matignon,N.Langlois,28540,[],"[3, 1, 5, 5]",42,84,False,False
505,3013,VINCENNES, 15h24,27 Déc,37000,2700,16,gauche,9,3,8,Duc Gibus,M,3,False,Mlle.C.Cheradame,B.Lefevre,32240,"[2, 4, 'D']",['D'],19,21,5,77.16666666666667
506,3014,VINCENNES, 15h24,27 Déc,37000,2700,16,gauche,9,3,False,Destin,False,False,False,False,False,False,False,False,False,False,False,False
507,3015,VINCENNES, 15h24,27 Déc,37000,2700,16,gauche,9,3,10,Daniel Bon,H,3,False,M.Mottier,ArnaudDesmottes,34120,"[1, 3]","['D', 4]",10,9.2,2,76.33333333333333
508,3016,VINCENNES, 15h24,27 Déc,37000,2700,16,gauche,9,3,11,Defi Des Pistes,H,3,False,A.Lamy,G.Moinon,34150,[3],"[8, 7, 5]",47,48,3,77.0
509,3017,VINCENNES, 15h24,27 Déc,37000,2700,16,gauche,9,3,12,Dirty Loving,H,3,False,F.Joseph,C.Tiger,35350,[],"[3, 2, 9, 'D']",12,25,False,False
510,3018,VINCENNES, 15h24,27 Déc,37000,2700,16,gauche,9,3,13,Dream Cash,H,3,False,J.y.Ricart,J.m.Bazire,36080,[],"[3, 2, 5, 3]",7.7,8.2,7,77.33333333333333
511,3019,VINCENNES, 15h24,27 Déc,37000,2700,16,gauche,9,3,14,Domino Du Bon A.,H,3,False,P.edouardMary,R.ch.Larue,36900,"['D', 3, 7, 1]",[],19,22,False,False
512,3020,VINCENNES, 15h24,27 Déc,37000,2700,16,gauche,9,3,15,Dzeus Saint Alf.,H,3,False,J..DaVeiga,P.Labrousse,37170,"['D', 'D', 'D', 4]",[],12,12,False,False
513,3021,VINCENNES, 15h24,27 Déc,37000,2700,16,gauche,9,3,16,Diner A La Grave,M,3,False,M.Abrivard,N.Langlois,37600,"[2, 1]","['D', 9]",12,13,6,77.33333333333333
514,3222,CABOURG, 18h45,28 Déc,19000,2850,18,droite,5,14,1,Deesse Danover,F,3,False,P.ch.Jean,St.Provoost,False,[],[],32,12,False,False
515,3223,CABOURG, 18h45,28 Déc,19000,2850,18,droite,5,14,2,Diana De Bellan.,A,False,False,False,3D.Dulong,False,[],[],False,71,False,False
516,3224,CABOURG, 18h45,28 Déc,19000,2850,18,droite,5,14,3,Darling Des Dou.,F,3,False,Mlle.M.Grolier,G.Mesnage,False,[],[],38,121,False,False
517,3225,CABOURG, 18h45,28 Déc,19000,2850,18,droite,5,14,4,Demo De La Vall.,F,3,False,M.Yvon,D.Thorel,False,['D'],"['D', 'D', 'D']",99,72,5,79.16666666666667
518,3226,CABOURG, 18h45,28 Déc,19000,2850,18,droite,5,14,5,Dominante D'echo,F,3,False,False,G.Beaufils,False,[],"[9, 'D']",27,113,9,80.5
519,3227,CABOURG, 18h45,28 Déc,19000,2850,18,droite,5,14,6,Daisy Montaval,F,3,False,V.Seguin,F.Lercier,False,[],"['D', 'D', 6, 9]",46,56,False,False
520,3228,CABOURG, 18h45,28 Déc,19000,2850,18,droite,5,14,7,Duchesse Du Parc,F,3,False,H.Guerot,J.m.Godard,False,"['D', 'D', 7]",[],68,84,3,78.16666666666667
521,3229,CABOURG, 18h45,28 Déc,19000,2850,18,droite,5,14,8,Dladys De Lande.,F,3,False,CedricTerry,F.Terry,False,[],['D'],23,53,False,False
522,3230,CABOURG, 18h45,28 Déc,19000,2850,18,droite,5,14,9,Diva Des Mulott.,A,False,False,False,MlleNoemieHardy,False,[],[],False,30,False,False
523,3231,CABOURG, 18h45,28 Déc,19000,2850,18,droite,5,14,10,Dance Parme,B,False,False,False,3A.Wiels,False,[],[],False,8.9,False,False
524,3232,CABOURG, 18h45,28 Déc,19000,2850,18,droite,5,14,11,Dofara,F,3,False,Y.Lebourgeois,P.Viel,6630,[],"['D', 'D', 1, 'D']",3,2.6,False,77.33333333333333
525,3233,CABOURG, 18h45,28 Déc,19000,2850,18,droite,5,14,12,Dynamique Yamm,F,3,False,Mlle.AlexianeLep.,B.Rocher,7060,"[2, 'D', 'D']",[6],15,12,2,78.5
526,3234,CABOURG, 18h45,28 Déc,19000,2850,18,droite,5,14,13,Diva De L'aumoy,F,3,False,N.Pacha,V.Raimbault,7570,"[4, 3]","[0, 5]",6.8,5.4,4,78.33333333333333
527,3235,CABOURG, 18h45,28 Déc,19000,2850,18,droite,5,14,14,Demoiselle Poul.,F,3,False,L.m.David,L.m.David,7760,"[9, 5, 5]",['D'],20,25,8,80.16666666666667
528,3236,CABOURG, 18h45,28 Déc,19000,2850,18,droite,5,14,15,Devise Mesloise,B,False,False,False,3A.Lamy,False,[],[],False,20,1,80.5
529,3237,CABOURG, 18h45,28 Déc,19000,2850,18,droite,5,14,16,Dolly Des Vauch.,F,3,False,M.Heurtebise,A.Dreux,8030,[],"[6, 9, 0, 0]",25,32,7,79.5
530,3238,CABOURG, 18h45,28 Déc,19000,2850,18,droite,5,14,False,Daisy,False,False,False,False,False,False,False,False,False,False,False,False
531,3239,CABOURG, 18h45,28 Déc,19000,2850,18,droite,5,14,18,Diana De Gueron,F,3,False,P.Houel,J.l.Giot,8450,[],"[4, 7, 2, 7]",18,12,6,79.5
532,3256,CABOURG, 19h44,28 Déc,32000,2850,18,droite,5,14,1,Alex Des Champs,H,6,False,A.Dabouis,F.Bougon,46090,[4],"['D', 0, 8]",51,61,False,False
533,3257,CABOURG, 19h44,28 Déc,32000,2850,18,droite,5,14,2,Appaloosa Blue,H,6,False,V.Saussaye,Ch.Boisnard,58160,['D'],"[9, 5, 'D']",104,205,9,76.33333333333333
534,3258,CABOURG, 19h44,28 Déc,32000,2850,18,droite,5,14,3,Awa Victoria,F,6,False,Ch.Mottier,V.Maillard,69740,"[1, 0]","['D', 1]",25,17,2,75.0
535,3259,CABOURG, 19h44,28 Déc,32000,2850,18,droite,5,14,4,Veinard Desquat.,A,False,deferre_anterieurs_posterieurs,False,7J.m.Marie,False,[],[],False,88,1,76.33333333333333
536,3260,CABOURG, 19h44,28 Déc,32000,2850,18,droite,5,14,5,Arnold Fouteau,H,6,False,M.Heurtebise,A.Dreux,88440,"[7, 3, 6, 6]",[],54,89,False,False
537,3261,CABOURG, 19h44,28 Déc,32000,2850,18,droite,5,14,6,Agatha De Calen.,A,False,deferre_anterieurs_posterieurs,False,6P.Geray,False,[],[],False,22,8,75.66666666666667
